,Timestamp_cubic,Vazao,Vazao_bbr,Atraso(ms),Hop_count,Bottleneck
119,1709930632,989157202.0,976852815.0,-0.36,4,40.0
120,1709938861,983354425.0,967103820.0,-0.33,4,40.0
121,1709986589,,978750869.0,0.49,4,40.0
122,1709996498,988128805.0,978750869.0,-0.59,4,40.0
123,1710036486,959659826.0,977695391.0,-0.15,4,40.0
124,1710159765,983042555.0,967887157.0,-0.03,4,40.0
125,1710171236,954569968.0,,2.43,4,40.0
126,1710255461,980262645.0,968700615.0,-0.31,4,40.0
127,1710284554,989489880.0,968700615.0,-0.61,4,40.0
128,1710363453,987969492.0,978794686.0,0.49,4,40.0
129,1710444201,989494283.0,973717216.0,-1.94,4,40.0
130,1710544083,984198846.0,,4.06,4,40.0
131,1710594026,974231766.0,973450007.0,0.32,4,40.0
132,1710710436,965582657.0,976330626.0,1.69,4,40.0
133,1710726503,984353771.0,976330626.0,3.63,4,40.0
134,1710811359,988005406.0,966888253.0,5.47,4,40.0
135,1710837995,986577765.0,965595645.0,0.29,4,40.0
136,1710996277,979163793.0,963487237.0,-1.78,4,40.0
137,1711014030,987186169.0,976371339.0,-1.47,4,40.0
138,1711035028,,976371339.0,0.73,4,40.0
139,1711046303,906758362.0,968101761.0,-1.0,4,40.0
140,1711062183,986553370.0,,0.8,4,40.0
141,1711105648,982621601.0,965320513.0,-0.26,4,40.0
142,1711110147,967104932.0,,-0.0,4,40.0
143,1711149748,986555837.0,966319609.0,-0.82,4,40.0
144,1711156944,982154505.0,966319609.0,-0.85,4,40.0
145,1711222736,983083311.0,966536913.0,1.16,4,40.0
146,1711229480,986186862.0,966536913.0,-0.87,4,40.0
147,1711283713,987019308.0,965792614.0,0.85,4,40.0
148,1711312199,987236130.0,966371700.0,2.37,4,40.0
149,1711381476,988860733.0,962914466.0,0.33,4,40.0
150,1711394112,988652402.0,966746206.0,-1.08,4,40.0
151,1711402618,987919237.0,966746206.0,-0.01,4,40.0
152,1711418900,964326775.0,964325136.0,2.87,4,40.0
153,1711468861,,960614725.0,1.21,4,40.0
154,1711491086,982831464.0,960614725.0,0.82,4,40.0
155,1711524807,982399668.0,967154218.0,0.64,4,40.0
156,1711537373,,,0.46,4,40.0
157,1711551725,988230945.0,976282786.0,0.29,4,40.0
158,1711553175,983337255.0,976282786.0,0.29,4,40.0
159,1711569604,903608406.0,973515579.0,-0.99,4,40.0
160,1711576988,988019352.0,965532643.0,0.95,4,40.0
161,1711639413,,975494642.0,-1.15,4,40.0
162,1711651714,971818487.0,975494642.0,0.71,4,40.0
163,1711674245,986658672.0,966368414.0,-0.17,4,40.0
164,1711724966,988863453.0,974166059.0,1.44,4,40.0
165,1711744120,,966480520.0,3.5,4,40.0
166,1711749820,985194605.0,966480520.0,2.32,4,40.0
167,1711830294,937218025.0,,2.05,4,40.0
168,1711852816,922218211.0,952973360.0,3.11,4,40.0
169,1711894772,,975232253.0,1.41,4,40.0
170,1711909315,988944131.0,975232253.0,0.86,4,40.0
171,1711917578,971496126.0,976384520.0,3.34,4,40.0
172,1711974388,890849201.0,963175745.0,4.33,4,40.0
173,1711989768,985193669.0,963175745.0,1.36,4,40.0
174,1712004221,981889070.0,979224399.0,2.67,4,40.0
175,1712004351,985137053.0,979224399.0,2.77,4,40.0
176,1712016037,986191152.0,,0.5,4,40.0
177,1712053051,985768318.0,975596085.0,1.64,4,40.0
178,1712065159,987290040.0,963693435.0,3.59,4,40.0
179,1712086935,979056537.0,,3.1,4,40.0
180,1712141550,988184384.0,966423066.0,-2.39,4,40.0
181,1712155167,983093903.0,967246304.0,-0.69,4,40.0
182,1712208842,,976441196.0,-1.93,4,40.0
183,1712230989,,977496783.0,-1.88,4,40.0
184,1712247245,981000917.0,,-1.56,4,40.0
185,1712260313,989647958.0,966528600.0,-2.43,4,40.0
186,1712277125,981941990.0,967646588.0,-2.56,4,40.0
187,1712332364,983460954.0,977380475.0,-3.36,4,40.0
188,1712349432,975618215.0,967521897.0,-2.25,4,40.0
189,1712368436,988338323.0,967521897.0,0.44,4,40.0
190,1712410365,987078646.0,963800268.0,0.24,4,40.0
191,1712431257,978463853.0,965629148.0,-2.27,4,40.0
192,1712443100,986190116.0,966180728.0,-0.68,4,40.0
193,1712529174,981626042.0,,-1.39,4,40.0
194,1712532198,974041068.0,966914120.0,0.29,4,40.0
195,1712593466,985978083.0,964727085.0,-0.05,4,40.0
196,1712600547,,,-1.09,4,40.0
197,1712621232,,974756931.0,-2.54,4,40.0
198,1712635841,988999106.0,887385155.0,1.24,4,40.0
199,1712647741,911842647.0,887385155.0,1.78,4,40.0
200,1712696650,,963486899.0,-1.64,4,40.0
201,1712699350,988075585.0,966894153.0,-1.99,4,40.0
202,1712704484,986345924.0,966894153.0,-1.51,4,40.0
203,1712740471,988882408.0,,5.4,4,40.0
204,1712757512,979685830.0,964978890.0,2.57,4,40.0
205,1712762981,978951973.0,964978890.0,5.62,4,40.0
206,1712770355,976062723.0,,5.32,4,40.0
207,1712790761,985141289.0,961759052.0,2.66,4,40.0
208,1712830718,975277806.0,975042477.0,4.14,4,40.0
209,1712861895,987706805.0,,6.61,4,40.0
210,1712871798,985769649.0,967684728.0,6.16,4,40.0
211,1712943699,980104771.0,,4.06,4,40.0
212,1712967483,985212585.0,966579773.0,2.14,4,40.0
213,1713016184,988180443.0,,1.99,4,40.0
214,1713030879,989070399.0,968047202.0,1.69,4,40.0
215,1713051783,963328457.0,977432317.0,2.36,4,40.0
216,1713062239,977851797.0,977432317.0,4.22,4,40.0
217,1713133302,,967889238.0,5.79,4,40.0
218,1713184441,,,1.86,4,40.0
219,1713201351,,978953637.0,2.21,4,40.0
220,1713206104,909484667.0,978953637.0,2.41,4,40.0
221,1713219235,984562256.0,978953637.0,2.74,4,40.0
222,1713285772,988756024.0,968990631.0,-1.66,4,40.0
223,1713298046,987342518.0,968990631.0,1.11,4,40.0
224,1713315680,984522035.0,968990631.0,-1.26,4,40.0
225,1713352638,976382860.0,967162391.0,-1.23,4,40.0
226,1713369523,986814774.0,967162391.0,-0.67,4,40.0
227,1713383566,983465931.0,966053117.0,-2.21,4,40.0
228,1713434254,,976485569.0,1.21,4,40.0
229,1713455551,978219729.0,966991565.0,0.67,4,40.0
230,1713470876,984808533.0,973762975.0,-0.93,4,40.0
231,1713479307,985035003.0,973762975.0,0.73,4,40.0
232,1713508465,987026858.0,976860532.0,0.72,4,40.0
233,1713529449,978746661.0,976624723.0,0.39,4,40.0
234,1713546611,948753936.0,964274298.0,1.43,4,40.0
235,1713557756,,963237787.0,-1.21,4,40.0
236,1713569041,988442390.0,967367029.0,2.11,4,40.0
237,1713618779,985032048.0,967090958.0,-0.02,4,40.0
238,1713631396,947283700.0,967090958.0,1.16,4,40.0
239,1713650673,983041081.0,977115203.0,0.17,4,40.0
240,1713733465,988984098.0,967761733.0,3.04,4,40.0
241,1713734825,987025921.0,967761733.0,2.71,4,40.0
242,1713742886,961917253.0,966636842.0,3.7,4,40.0
243,1713795181,967837099.0,966735803.0,0.32,4,40.0
244,1713808255,988286190.0,978209507.0,-0.02,4,40.0
245,1713833638,987131025.0,,-0.25,4,40.0
246,1713872667,974182455.0,963640910.0,3.09,4,40.0
247,1713889652,981625158.0,963904596.0,-0.34,4,40.0
248,1713897235,977692066.0,965412965.0,0.16,4,40.0
249,1713911782,981470718.0,970617965.0,-1.54,4,40.0
250,1713925363,982410756.0,970617965.0,-4.07,4,40.0
251,1714445093,980527045.0,966317676.0,1.19,4,40.0
252,1714492876,,965580968.0,5.06,4,40.0
253,1714506090,984981687.0,965632817.0,0.95,4,40.0
254,1714509001,968000097.0,967109526.0,1.62,4,40.0
255,1714520083,979885551.0,,2.91,4,40.0
256,1714528587,985294931.0,980264655.0,2.49,4,40.0
257,1715213970,986815761.0,966527295.0,4.4,4,40.0
258,1715283847,969927756.0,967103240.0,2.15,4,40.0
259,1715285822,,967103240.0,3.39,4,40.0
260,1715301890,955448549.0,972293797.0,4.33,4,40.0
261,1715308580,985960853.0,969461735.0,2.83,4,40.0
262,1715371217,978787492.0,966737060.0,2.57,4,40.0
263,1715391159,983412902.0,966737060.0,4.43,4,40.0
264,1715441284,987523613.0,966898262.0,3.31,4,40.0
265,1715458428,950222849.0,979946847.0,4.04,4,40.0
266,1715467945,974861984.0,967051246.0,4.12,4,40.0
267,1715498583,988284164.0,,2.74,4,40.0
268,1715516405,988045553.0,976174999.0,3.8,4,40.0
269,1715527078,980956581.0,976174999.0,4.54,4,40.0
270,1715552604,968151188.0,966109120.0,4.12,4,40.0
271,1715565592,983778331.0,966109120.0,2.36,4,40.0
272,1715623391,973657094.0,974759758.0,8.49,4,40.0
273,1715634309,947963805.0,974759758.0,5.21,4,40.0
274,1715649503,944189928.0,968413962.0,9.83,4,40.0
275,1715790574,969519332.0,849756344.0,4.75,4,40.0
276,1715846209,989173971.0,963694177.0,4.42,4,40.0
277,1715871498,958299356.0,976543906.0,2.55,4,40.0
278,1716047774,974863008.0,978301312.0,4.45,4,40.0
279,1716060338,963068228.0,966894298.0,3.85,4,40.0
280,1716074270,958368461.0,966894298.0,4.44,4,40.0
281,1716100079,974749377.0,976226452.0,4.46,4,40.0
282,1716113195,953366490.0,966863888.0,2.78,4,40.0
283,1716168280,981054180.0,966996255.0,4.02,4,40.0
284,1716169442,988549769.0,966996255.0,4.73,4,40.0
285,1716234527,973028920.0,969242785.0,3.91,4,40.0
286,1716245541,,969242785.0,2.49,4,40.0
287,1716272147,947964421.0,975323305.0,4.55,4,40.0
288,1716295388,912631498.0,974214473.0,3.12,4,40.0
289,1716307054,980944711.0,979317506.0,4.37,4,40.0
290,1716323968,939682603.0,966841531.0,4.55,4,40.0
291,1716333709,960288781.0,964956551.0,3.54,4,40.0
292,1716395278,978953441.0,978008693.0,3.39,4,40.0
293,1716407782,987498373.0,978008693.0,3.74,4,40.0
294,1716422204,985263192.0,974235468.0,4.68,4,40.0
295,1716431094,981851712.0,974235468.0,2.81,4,40.0
296,1716469310,953839829.0,,4.39,4,40.0
297,1716499348,931716909.0,954623781.0,3.7,4,40.0
298,1716513013,,954623781.0,3.36,4,40.0
299,1716538051,986720913.0,966475736.0,4.49,4,40.0
300,1716553678,966818977.0,,5.08,4,40.0
301,1716560826,987923534.0,946995359.0,4.96,4,40.0
302,1716574923,937848062.0,946995359.0,6.03,4,40.0
303,1716605351,985820007.0,978480651.0,3.99,4,40.0
304,1716658987,940312784.0,965480503.0,5.19,4,40.0
305,1716685797,,966842449.0,4.46,4,40.0
306,1716687709,989799337.0,966842449.0,4.66,4,40.0
307,1716756341,959448655.0,968100502.0,2.44,4,40.0
308,1716763107,,967784041.0,4.65,4,40.0
309,1716802046,984055285.0,978690856.0,3.03,4,40.0
310,1716806834,971973635.0,976127793.0,3.92,4,40.0
311,1716828087,,,5.91,4,40.0
312,1716833882,958086094.0,965585989.0,4.27,4,40.0
313,1716847977,985137977.0,966534400.0,4.44,4,40.0
314,1716921407,965221157.0,975600915.0,4.12,4,40.0
315,1716949577,985031506.0,966369091.0,5.06,4,40.0
316,1717747401,973709280.0,,2.38,4,40.0
317,1717763946,962118442.0,,3.56,4,40.0
318,1717776081,943510335.0,962699454.0,4.48,4,40.0
319,1717784890,971036183.0,963012583.0,3.88,4,40.0
320,1717796674,966653142.0,963012583.0,3.98,4,40.0
321,1717813605,986923333.0,966672947.0,4.73,4,40.0
322,1717839594,974024291.0,964382049.0,2.81,4,40.0
323,1717868958,976377490.0,975549461.0,4.78,4,40.0
324,1717887834,983565861.0,,4.36,4,40.0
325,1717938012,,968939172.0,4.2,4,40.0
326,1717949335,967941570.0,968939172.0,4.18,4,40.0
327,1717967681,980157200.0,,2.5,4,40.0
328,1718017103,974964794.0,,4.64,4,40.0
329,1718029764,980477705.0,976014540.0,4.29,4,40.0
330,1718054434,932392953.0,965952316.0,2.57,4,40.0
331,1718061441,933393566.0,966162419.0,2.84,4,40.0
332,1718086273,987767531.0,978845647.0,2.64,4,40.0
333,1718112713,974545706.0,972977124.0,3.13,4,40.0
334,1718119712,978426803.0,972977124.0,4.64,4,40.0
335,1718145952,967366548.0,,3.15,4,40.0
336,1718158817,986506367.0,965424309.0,2.95,4,40.0
337,1718186031,975470014.0,966843416.0,2.98,4,40.0
338,1718207900,983882402.0,966778980.0,4.91,4,40.0
339,1718217905,989361525.0,966778980.0,4.25,4,40.0
340,1718321643,982728326.0,,3.66,4,40.0
341,1718329292,,975911195.0,4.44,4,40.0
342,1718374207,,,4.18,4,40.0
343,1718382284,976241877.0,974035639.0,4.62,4,40.0
344,1718403213,978954567.0,974035639.0,4.44,4,40.0
345,1719282124,985135871.0,966083162.0,2.23,4,40.0
346,1719320509,,,2.77,4,40.0
347,1719354669,988388923.0,965573679.0,2.72,4,40.0
348,1719394073,980997287.0,,4.2,4,40.0
349,1719400030,988073164.0,968095136.0,4.2,4,40.0
350,1719421155,,974077353.0,3.97,4,40.0
351,1719440239,987132802.0,978575579.0,3.96,4,40.0
352,1719447655,,968045266.0,3.28,4,40.0
353,1719474732,990698567.0,966947307.0,4.27,4,40.0
354,1719506530,977120577.0,975965332.0,4.08,4,40.0
355,1719528631,985508588.0,975965332.0,2.68,4,40.0
356,1719551884,988125741.0,969300400.0,4.37,4,40.0
357,1719571980,986057470.0,964268753.0,2.97,4,40.0
358,1719591486,,966680909.0,4.53,4,40.0
359,1719602255,924512467.0,966680909.0,4.45,4,40.0
360,1719622710,976750546.0,966003296.0,4.05,4,40.0
361,1719636665,989855001.0,967154702.0,4.31,4,40.0
362,1719653030,,967154702.0,4.2,4,40.0
363,1719661777,984457644.0,964589740.0,4.47,4,40.0
364,1719673609,989573530.0,,2.3,4,40.0
365,1719691741,989700486.0,,4.54,4,40.0
366,1719693570,980473979.0,966999301.0,4.12,4,40.0
367,1719714167,983383140.0,967469807.0,2.86,4,40.0
368,1719747148,988042077.0,966844528.0,7.77,4,40.0
369,1719755133,,977638562.0,7.78,4,40.0
370,1719760911,,966160873.0,7.88,4,40.0
371,1719793585,970931520.0,,3.19,4,40.0
372,1719821784,,967446837.0,4.25,4,40.0
373,1719828936,976489573.0,,4.19,4,40.0
374,1719843090,985510312.0,966944648.0,1.97,4,40.0
375,1719869366,989545178.0,980260930.0,2.31,4,40.0
376,1719883985,985922253.0,980260930.0,2.63,4,40.0
377,1719924132,,965985087.0,4.85,4,40.0
378,1719936757,,965985087.0,3.7,4,40.0
379,1719969764,,968151527.0,2.46,4,40.0
380,1719997004,984880605.0,977641153.0,2.55,4,40.0
381,1720015230,979134476.0,978900327.0,2.88,4,40.0
382,1720036998,,,3.64,4,40.0
383,1720049215,989908519.0,978166713.0,2.55,4,40.0
384,1720073516,,967104159.0,3.46,4,40.0
385,1720083820,,977746842.0,2.9,4,40.0
386,1720092280,982096134.0,977746842.0,3.84,4,40.0
387,1720114023,984090052.0,979793137.0,5.27,4,40.0
388,1720129629,982681056.0,966369767.0,4.16,4,40.0
389,1720142655,973500538.0,977538055.0,5.01,4,40.0
390,1720174827,,964540012.0,2.95,4,40.0
391,1720181712,982591972.0,,7.05,4,40.0
392,1720205915,741291507.0,967521075.0,5.14,4,40.0
393,1720229494,982625482.0,980526947.0,2.79,4,40.0
394,1720254472,988142046.0,966474335.0,4.21,4,40.0
395,1720270914,989333533.0,966456844.0,2.98,4,40.0
396,1720341243,,965792180.0,4.36,4,40.0
397,1720355056,,965792180.0,4.34,4,40.0
398,1720375612,970198970.0,964679165.0,4.58,4,40.0
399,1720437618,929549145.0,967320791.0,2.39,4,40.0
400,1720472202,,965846975.0,5.06,4,40.0
401,1720522977,955933880.0,965997597.0,2.58,4,40.0
402,1720532601,951165334.0,964166547.0,1.42,4,40.0
403,1720545492,985022838.0,973011017.0,3.24,4,40.0
404,1720560428,987663018.0,976608494.0,2.35,4,40.0
405,1720564037,,976608494.0,2.32,4,40.0
406,1720601862,982833675.0,967519623.0,4.17,4,40.0
407,1720626468,985139220.0,967108849.0,4.03,4,40.0
408,1720700359,987299518.0,962594115.0,2.36,4,40.0
409,1720742379,987969838.0,977483964.0,2.85,4,40.0
410,1720771957,,957245173.0,4.35,4,40.0
411,1720793675,983421212.0,957245173.0,4.26,4,40.0
412,1720797590,987238252.0,957245173.0,4.5,4,40.0
413,1720817841,975580924.0,977614211.0,3.99,4,40.0
414,1705611751,940888797.0,,19.24,29,40.0
415,1705621724,935593515.0,928567869.0,18.22,6,40.0
416,1705654067,,927832056.0,18.31,6,40.0
417,1705675504,,640262362.0,19.21,6,40.0
418,1705740280,939922500.0,913564358.0,18.26,6,40.0
419,1705740371,946405092.0,913564358.0,18.48,6,40.0
420,1705784620,931232197.0,927888057.0,18.93,6,40.0
421,1705794965,,923554721.0,18.45,6,40.0
422,1705822586,837086256.0,916615918.0,18.63,6,40.0
423,1705861727,912206456.0,917138098.0,18.57,6,40.0
424,1705881493,940523958.0,925416769.0,18.16,6,40.0
425,1705900262,940786667.0,925893649.0,18.29,6,40.0
426,1705912998,939790328.0,,18.99,6,40.0
427,1705946935,938560000.0,925576137.0,19.77,6,40.0
428,1705962748,942173138.0,926588105.0,18.37,6,40.0
429,1705971251,942776095.0,926588105.0,18.22,6,40.0
430,1706037997,942625690.0,916193921.0,18.85,6,40.0
431,1706052434,945502633.0,926953836.0,17.88,7,40.0
432,1706098791,940051768.0,914252116.0,21.47,6,20.0
433,1706132674,941211276.0,917221291.0,18.08,6,40.0
434,1706189427,409469869.0,917772660.0,19.18,6,40.0
435,1706221478,939736113.0,895704457.0,18.02,6,40.0
436,1706271957,941357880.0,,18.16,6,40.0
437,1706319983,941150941.0,916199052.0,18.44,6,40.0
438,1706351719,843005710.0,915563447.0,18.56,6,40.0
439,1706398003,942094944.0,,18.2,6,40.0
440,1706408821,939052612.0,906863583.0,20.86,6,40.0
441,1706465200,788850024.0,,19.55,7,40.0
442,1706477000,,,21.75,6,20.0
443,1706534526,881279664.0,917360937.0,24.62,7,40.0
444,1706550172,,917360937.0,18.69,7,40.0
445,1706566260,940420322.0,923903362.0,18.55,6,40.0
446,1706573790,935752029.0,923903362.0,19.38,6,40.0
447,1706585925,939669918.0,923903362.0,18.24,6,40.0
448,1706593027,940001924.0,923903362.0,18.03,6,40.0
449,1706644517,697683158.0,915981458.0,19.24,6,40.0
450,1706656180,941363387.0,915981458.0,18.15,6,40.0
451,1706665308,941677349.0,916824442.0,18.65,6,40.0
452,1706715168,939212716.0,907127043.0,25.81,6,100.0
453,1706716882,,907127043.0,17.81,6,40.0
454,1706732260,939640836.0,924908141.0,19.57,6,40.0
455,1706737674,943038758.0,924908141.0,19.81,6,40.0
456,1706755637,942772843.0,927257518.0,19.55,6,40.0
457,1706827485,,905445013.0,19.02,6,40.0
458,1706890069,,915188118.0,17.4,6,40.0
459,1706896087,941046366.0,915188118.0,19.08,6,40.0
460,1706925901,,938059466.0,20.08,6,40.0
461,1706962359,938476505.0,873331964.0,19.0,6,40.0
462,1706999418,807966250.0,913517081.0,19.68,6,40.0
463,1707031907,940203272.0,925379054.0,18.77,6,40.0
464,1707047514,935305727.0,923194064.0,18.77,6,40.0
465,1707075563,940593779.0,915458544.0,18.12,6,40.0
466,1707085619,945501404.0,915458544.0,18.21,6,40.0
467,1707101637,,927684417.0,18.59,6,40.0
468,1707161933,21128786.0,,22.34,6,20.0
469,1707178384,13264508.0,927629669.0,21.86,6,20.0
470,1707221405,938696624.0,916561152.0,19.27,6,40.0
471,1707233522,936854630.0,916561152.0,19.49,6,40.0
472,1707243582,803522985.0,926417915.0,18.33,6,40.0
473,1707260535,941935020.0,926417915.0,18.34,6,40.0
474,1707335258,15885961.0,915304827.0,21.34,6,20.0
475,1707346573,939476035.0,915304827.0,22.9,6,20.0
476,1707375980,942159951.0,928363075.0,19.19,6,40.0
477,1707410855,941969731.0,926000567.0,19.4,6,40.0
478,1707412127,931801825.0,926000567.0,20.2,6,40.0
479,1707441058,942672604.0,923903732.0,18.94,6,40.0
480,1707510270,,745748332.0,18.83,6,40.0
481,1707520942,939600760.0,915879852.0,19.18,6,40.0
482,1707552708,940466074.0,926421111.0,20.05,6,40.0
483,1707581888,,927683814.0,19.68,6,40.0
484,1707629764,940369116.0,926415691.0,19.24,6,40.0
485,1707644190,936535748.0,926415691.0,18.8,6,40.0
486,1707677823,938371506.0,925738885.0,19.98,6,40.0
487,1707697811,832294899.0,926897282.0,20.06,6,40.0
488,1707701859,870055152.0,,19.65,6,40.0
489,1707778815,103075108.0,927187191.0,19.25,6,40.0
490,1707844925,837238311.0,927975428.0,19.99,6,40.0
491,1707851340,939639113.0,927975428.0,19.26,6,40.0
492,1707871048,939106215.0,928515997.0,18.87,6,40.0
493,1707872856,,928515997.0,19.86,6,40.0
494,1707922806,930296441.0,910286508.0,19.39,6,40.0
495,1707929821,939681429.0,910286508.0,20.19,6,40.0
496,1707954099,940206657.0,927835065.0,21.15,6,40.0
497,1707960424,942456621.0,927835065.0,18.17,6,40.0
498,1708044753,944350614.0,924550730.0,18.36,6,40.0
499,1708077830,938163667.0,919034041.0,19.11,6,40.0
500,1708081892,923762518.0,919034041.0,18.48,6,40.0
501,1708116425,939418017.0,925636712.0,18.62,6,40.0
